42.93,16.17,43.11,16.17,41.64,39.15
44.22,16.17,47.55,16.17,50.31,40.92
44.94,16.17,49.38,27.21,47.94,41.4
39.03,16.17,43.95,16.17,52.08,44.46
48.36,16.17,50.07,16.17,49.38,48.78
37.8,16.17,33.96,23.34,40.17,41.1
18.3,19.08,17.79,16.17,18.9,19.2
20.85,16.17,18.78,16.05,19.77,20.61
28.59,16.17,28.83,16.17,32.31,30.66
27,16.17,25.62,16.17,31.05,26.82
27.06,16.17,30.72,16.17,35.49,31.41
26.16,16.17,27.06,19.83,25.29,28.29
23.16,16.17,23.1,16.29,22.92,22.86
19.2,16.17,23.28,16.23,26.1,25.38
